SampleID	Sample_ID	Sample_Names	Orvion_Sample_Names	CW_Section	CW_Number	CW_Number_Section	CW_Number_MF_number	MF_number	Wetland_Sample	Linked_redox_Sensor	Sample_depth	Sample_depth_information	Primerpairname	Short_Name	Sample_or_Control	Timepoint	Timepoint_Sample_depth_information	Sampling_Date	Season_Meterological	Filtration_Volume_ml	Elution_Volume_ul	DNA_concentration	Order_Treatment	sample_nr	obs_well	date	DOC	TOC	benzene_ug_l	benzene_mmol_e_l	toluene_ug_l	toluene_mmol_e_l	ethylbenzene_ug_l	ethylbenzene_mmol_e_l	o_xylene_ug_l	o_xylene_mmol_e_l	pm_xylene_ug_l	pm_xylene_mmol_e_l	xylene_ug_l	xylene_mmol_e_l	concentration_BTEX_ug_l	concentration_BTEX_mmol_e_l	naphthalene_VOC_ug_l	naphthalene_VOC_mmol_e_l	phenol	m_cresol	o_cresol	p_cresol	cresol	2_ethylphenol	3_ethylphenol	24_dimethylphenol	25_dimethylphenol	3,5+2,3-dimethylphenol+4-ethylphenol	26_dimethylphenol	34_dimethylphenol	c2_alkylphenols_total	235_trimethylphenol	345_trimethylphenol	2_isopropylphenol	c3_alkylphenols_total	thymol	p_[tert]butylphenol	c4_alkylphenols_total	naphthalene_PAH_ug_l	acenaphthylene_ug_l	acenaphthene_ug_l	fluorene_ug_l	phenanthrene_ug_l	anthracene_ug_l	fluoranthene_ug_l	pyrene_ug_l	naphthalene_PAH_mmol_e_l	acenaphthylene_mmol_e_l	acenaphthene_mmol_e_l	fluorene_mmol_e_l	phenanthrene_mmol_e_l	anthracene_mmol_e_l	fluoranthene_mmol_e_l	pyrene_mmol_e_l	benzo[a]anthracene	chrysene	benzo[b]fluoranthene	benzo[k]fluoranthene	benzo[a]pyrene		dibenz[a,h]anthracene	benzo[ghi]perylene	indeno[1,2,3-cd]pyrene	Sum_water_soluble_PAHs_ug_l	Sum_water_soluble_PAHs_no_napthalene_ug_l	Sum_water_soluble_PAHs_mmol_e_l	Sum_water_soluble_PAHs_no_napthalene_mmol_e_l	PAH_total_16_ug	fraction_C10-C12	fraction_C12-C22	fraction_C22-C30	fraction_C30-C40	total_C10-C40	Electron_Donor_Load	Total_Electron_Acceptor_Capacity	chloride_mg_l	nitrite_mg_l	nitrite_N_mg_l	nitrate_mg_l	iron2_precipated_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_Influent	iron2_precipated_due_to_sulfate_reduction_no_negative_values_mg_l_Sulfate_relative_To_Influent	iron2_mg_l	iron2_measured_mmoles_l	iron2_measured_electron_acceptor_capacity_mmol_e	total_iron2_mg_l_Sulfate_relative_To_Influent	iron2_total_mmoles_l__Sulfate_relative_To_Influent	iron2_total_electron_acceptor_capacity_mmol_e__Sulfate_relative_To_Influent	iron2_precipated_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_1D_Flow	iron2_precipated_due_to_sulfate_reduction_no_negative_values_mg_l_Sulfate_relative_To_1D_Flow	total_iron2_mg_l_Sulfate_relative_To_1D_Flow	iron2_total_mmoles_l__Sulfate_relative_To_1D_Flow	iron2_total_electron_acceptor_capacity_mmol_e__Sulfate_relative_To_1D_Flow	manganese2_mg_l	manganese2_mmoles_l	manganese2_electron_acceptor_capacity_mmol_e_l	Ratio_iron2_manganese2_in_mmoles_l	Ratio_iron2_to_manganese2_in_mmoles_e_l	combined_total_reduced_metals_mg_l	combined_total_reduced_metals_mmol_e_l	cyanide_total	phosphorus_total	nitrate_consumption_relative_to_influent	nitrate_N_mg_l	nitrate_mmoles_l	nitrate_electron_acceptor_capacity_mmol_e	sulfate_consumption_relative_to_influent	sulfate_consumption_percentage_relative_to_influent	sulfate_consumption_relative_to_influent_mmols_e_l	sulfate_consumption_1D_flow_mg_l	sulfate_consumption_percentage_1D_flow_relative_to_previous_sample	sulfate_consumption_1D_flow_mmols_e_l	sulfate_consumption_1D_flow_mmols_e_l_no_negatives	sulfate_mg_l	sulfate_mmoles_l	sulfate_electron_acceptor_capacity_mmol_e	combined_remaining_soluble_electron_acceptor_capacity	total_electron_acceptor_capacity_consumed_mmol_e_l_relative_To_Influent	electron_acceptor_relative_contribution_manganse_Sulfate_relative_To_Influent	electron_acceptor_relative_contribution_iron_Sulfate_relative_To_Influent	electron_acceptor_relative_contribution_sulfate_Sulfate_relative_To_Influent	total_electron_acceptor_capacity_consumed_mmols_e_l_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_manganse_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_iron_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_sulfate_Sulfate_relative_To_1D_Flow	oxygen	temperature	redoxpot	pH	EGV3	Frontpump_flowrate		electron_acceptor_donor_balance_BTEXN_minus_total_e_acceptors_consumed_relative_to_influent	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_influent	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_1D_flow	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_1D_flow
CW_11	CW_11	CW2eff_0_August_2024	S7662	Section_5	CW_2	CW_2_Section_5	CW_2_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW2eff_0	True Sample	T0	T0_EFF	2024-08-12	Summer	150	65	16,05	11	14137094-008	CW2_OUT	14/08/2024	13	13	680	0,261170145	63	0,024614717	370	0,146369031	150	0,059338796	200	0,079118395	350		1463,00	0,43	1400	0,524303659	21	0.83	1.3	1.3	3.4	4.5	3.8	7.7	2.1	14	1.5	2.9	37	5.1	0.042	0.024	5.1	0.014	1.6	1.6	510	4	4	1,6	0,13	0,02	0,04	0,002	0,190996333	0,001471844	0,001504442	0,000596799	4,814E-05	7,40616E-06	1,46354E-05	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	519,792	9,792	0,194640332	0,003643999	510	2000	220	2.5	2.5	2200	1.973		62	0.03	0.01	0.075	20,92692067	20,92692067	6,3	0,112802149	0,112802149	27,22692067	0,487500818	0,487500818	4,650426817	4,650426817	10,95042682	0,19606852	0,19606852	3,7	0,067358456	0,134716912	7,23741079	3,618705395	30,92692067	0,62221773	22	0.84	1	0,017	0,000274194	0,001370968	36	49,32	2,998126171	8	17,78	0,66625026	0,66625026	37	0,385175932	3,081407454	3,082778421	3,62	0,037211082	0,134655942	0,828132977	1,00	19,6651455	13,51174421	66,82311029	0.75	24	-146	6.88	704	0.3	NA	-2,66	-2,66	-0,04	-0,04
CW_12	CW_12	CW3eff_0_August_2024	S7663	Section_5	CW_3	CW_3_Section_5	CW_3_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW3eff_0	True Sample	T0	T0_EFF	2024-08-12	Summer	150	65	4,2	12	14137171-001	CW3_OUT	14/08/2024	24	26	510	0,195877609	13	0,005079227	260	0,102853914	90	0,035603278	76	0,03006499	166		949,00	0,30	1100	0,411952875	87	0.2	0.2	230	230	2.8	0.3	4.4	0.3	1	0.3	0.2	2.1	3.1	0.2	0.2	0.41	0.2	7.8	7.8	360	2	2	2,5	0,37	0,03	0,02	0,002	0,134820941	0,000735922	0,000752221	0,000932499	0,000137014	1,11092E-05	7,31768E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	366,922	6,922	0,137397756	0,002576815	360	1600	240	2.5	2.5	1800	1.309		61	0.03	0.01	0.075	18,02040391	18,02040391	7,6	0,136078782	0,136078782	25,62040391	0,45873597	0,45873597	2,90651676	2,90651676	10,50651676	0,188120264	0,188120264	4,2	0,07646095	0,152921901	5,999611148	2,999805574	29,82040391	0,61165787	23	0.98	1	0,017	0,000274194	0,001370968	31	42,47	2,581719758	5	10,64	0,416406413	0,416406413	42	0,437226733	3,497813866	3,499184834	3,19	0,047887196	0,143652278	0,808460526	0,76	24,8360443	20,18908017	54,97487552	0.48	23.8	-141	7.01	919	0.3	NA	-2,48	-2,48	-0,04	-0,04
CW_13	CW_13	CW1MF01_0_August_2024	S7664	Section_1	CW_1	CW_1_Section_1	CW_1_MF01	MF01	Wetland	CW1S1-1	0.15-0.30	0.15-0.30	515F806R	CW1MF01_0	True Sample	T0	T0_0.15-0.30	2024-08-12	Summer	150	65	24	13	14137094-003	CW1_MF01	14/08/2024	17	18	320	0,122903597	19	0,007423486	18	0,007120656	11	0,004351512	4,3	0,001701045	15,3		372,30	0,14	4	0,00149801	18	0.25	0.91	0.6	1.8	0.82	0.36	1.5	0.67	3.3	0.47	0.71	7.8	0.7	0.02	0.01	0.7	0.01	0.02	0.03	3	0,01	0,1	0,005	0,04	0,001	0,01	0,002	0,001123508	3,67961E-06	3,7611E-05	1,865E-06	1,48123E-05	3,70308E-07	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	3,168	0,168	0,001186237	6,27289E-05	3,2	2.5	2.5	2.5	2.5	5	376		61	0.03	0.01	0.075	42,14449303	42,14449303	18	0,322291853	0,322291853	60,14449303	1,07689334	1,07689334	42,14449303	42,14449303	60,14449303	1,07689334	1,07689334	4,3	0,078281449	0,156562898	13,75668631	6,878343157	64,44449303	1,233456238	18	2.7	1	0,017	0,000274194	0,001370968	72,5	99,32	6,037892984	72,5	99,32	6,037892984	6,037892984	0,5	0,00520508	0,041640641	0,043011609	7,27	0,021531478	0,148100897	0,830367625	7,27	14,81008967	2,153147834	83,0367625	0.46	24.5	-166	6.8	1060	0.1	NA	-7,13	-7,13	-7,13	-7,13
CW_14	CW_14	CW1MF02_0_August_2024	S7665	Section_1	CW_1	CW_1_Section_1	CW_1_MF02	MF02	Wetland	CW1S1-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF02_0	True Sample	T0	T0_0.60-0.80	2024-08-12	Summer	150	65	4,1	14	14137094-004	CW1_MF02	14/08/2024	12	12	510	0,195877609	120	0,046885175	600	0,237355185	230	0,090986154	310	0,122633512	540		1770,00	0,48	3600	1,348209409	8.2	0.89	1.6	0.43	2.9	4.6	4	12	2.8	19	1.9	3.8	48	7.6	0.08	0.031	7.6	0.022	2.6	2.6	1700	83	75	32	21	4,3	0,7	0,55	0,636654443	0,030540771	0,028208287	0,011935988	0,007776469	0,001592325	0,000256119	0,000201236	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1916,55	216,55	0,717165638	0,080511195	1900	5900	1900	2.5	2.5	7800	3.670		65	0.03	0.01	0.075	8,138246929	8,138246929	1,5	0,026857654	0,026857654	9,638246929	0,172573804	0,172573804	8,138246929	8,138246929	9,638246929	0,172573804	0,172573804	1,4	0,025486983	0,050973967	6,77105645	3,385528225	11,03824693	0,22354777	23	0.83	1	0,017	0,000274194	0,001370968	14	19,18	1,165937955	14	19,18	1,165937955	1,165937955	59	0,614199459	4,913595669	4,914966637	1,39	0,036685492	0,124199767	0,839114741	1,39	12,41997671	3,668549156	83,91147413	0.26	23.1	-192	7.1	1118	0.2	NA	0,44	0,52	0,44	0,52
CW_15	CW_15	CW1MF05_0_August_2024	S7666	Section_2	CW_1	CW_1_Section_2	CW_1_MF05	MF05	Wetland	CW1S2-1	0.15-0.30	0.15-0.30	515F806R	CW1MF05_0	True Sample	T0	T0_0.15-0.30	2024-08-12	Summer	150	65	8,35	15	14137094-005	CW1_MF05	14/08/2024	32	32	2,6	0,000998592	0,6	0,000234426	1,6	0,000632947	0,75	0,000296694	0,73	0,000288782	1,48		6,28	0,00	18	0,006741047	0.05	0.11	0.11	0.01	0.03	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.09	0.01	0.02	0.01	0.04	0.01	0.02	0.03	9,1	0,31	0,17	0,005	0,04	0,001	0,001	0,002	0,003407974	0,000114068	6,39388E-05	1,865E-06	1,48123E-05	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	9,629	0,529	0,003604126	0,000196152	9,6	30	2.5	2.5	2.5	5	16		13	0.03	0.01	0.075	42,14449303	42,14449303	4,6	0,082363474	0,082363474	46,74449303	0,83696496	0,83696496	0	0	4,6	0,082363474	0,082363474	5,1	0,09284544	0,185690879	9,014604953	4,507302477	51,84449303	1,022655839	3.7	2	1	0,017	0,000274194	0,001370968	72,5	99,32	6,037892984	0	0,00	0	0	0,5	0,00520508	0,041640641	0,043011609	7,06	0,02629978	0,118541063	0,855159158	0,27	30,7264078	69,2735922	0	0.36	24.8	-133	7.02	755	0.1	NA	-7,05	-7,05	-0,26	-0,26
CW_16	CW_16	CW1MF06_0_August_2024	S7667	Section_2	CW_1	CW_1_Section_2	CW_1_MF06	MF06	Wetland	CW1S2-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF06_0	True Sample	T0	T0_0.60-0.80	2024-08-12	Summer	150	65	20,35	16	14137094-001	CW1_MF06	14/08/2024	23	18	310	0,11906286	18	0,007032776	28	0,011076575	14	0,005538288	6,3	0,002492229	20,3		376,30	0,14	5,6	0,002097215	11	0.11	1.6	0.19	1.9	1.2	0.24	1.3	0.75	2.2	0.42	0.27	6.4	0.59	0.02	0.01	0.59	0.01	0.22	0.03	2,2	0,01	0,01	0,005	0,001	0,001	0,001	0,002	0,000823906	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	2,23	0,03	0,00083505	1,1144E-05	2,2	2.5	2.5	2.5	2.5	5	379		63	0.03	0.01	0.075	42,14449303	42,14449303	17	0,30438675	0,30438675	59,14449303	1,058988237	1,058988237	34,0062461	34,0062461	51,0062461	0,913272088	0,913272088	3,9	0,070999454	0,141998908	14,91544201	7,457721006	63,04449303	1,200987144	20	1.7	1	0,017	0,000274194	0,001370968	72,5	99,32	6,037892984	58,5	99,15	4,871955028	4,871955028	0,5	0,00520508	0,041640641	0,043011609	7,24	0,019616143	0,146291722	0,834092135	5,93	15,40808608	2,39570597	82,19620795	0.37	23.8	-134	7.05	799	0.3	NA	-7,10	-7,10	-5,79	-5,79
CW_17	CW_17	CW1MF09_0_August_2024	S7668	Section_3	CW_1	CW_1_Section_3	CW_1_MF09	MF09	Wetland	CW1S3-1	0.15-0.30	0.15-0.30	515F806R	CW1MF09_0	True Sample	T0	T0_0.15-0.30	2024-08-12	Summer	150	65	17,65	17	14135850-002	CW1_MF09	12/08/2024	28	20	110	0,042248112	2,1	0,000820491	44	0,017406047	31	0,012263351	14	0,005538288	45		201,10	0,06	2,5	0,000936257	2.6	0.01	0.44	0.01	0.44	1.4	0.69	0.62	0.79	2.1	0.24	0.6	6.4	0.62	0.02	0.01	0.62	0.01	0.27	0.03	0,002	0,01	0,01	0,005	0,02	0,001	0,01	0,002	7,49005E-07	3,67961E-06	3,7611E-06	1,865E-06	7,40616E-06	3,70308E-07	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	0,06	0,058	2,22218E-05	2,14728E-05	0,042	2.5	2.5	2.5	2.5	5	201		47	0.03	0.01	0.075	42,14449303	42,14449303	16	0,286481647	0,286481647	58,14449303	1,041083134	1,041083134	0	0	16	0,286481647	0,286481647	3,7	0,067358456	0,134716912	15,45586393	7,727931965	61,84449303	1,175800046	17	2.4	1	0,017	0,000274194	0,001370968	72,5	99,32	6,037892984	0	0,00	0	0	0,5	0,00520508	0,041640641	0,043011609	7,21	0,018675166	0,14432041	0,837004425	0,42	68,01581835	31,98418165	0	1.08	22.9	-138	7.19	1210	0.1	NA	-7,15	-7,15	-0,36	-0,36
CW_18	CW_18	CW1MF10_0_August_2024	S7669	Section_3	CW_1	CW_1_Section_3	CW_1_MF10	MF10	Wetland	CW1S3-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF10_0	True Sample	T0	T0_0.60-0.80	2024-08-12	Summer	150	65	8	18	14135850-003	CW1_MF10	12/08/2024	12	12	650	0,249647932	88	0,034382461	380	0,150324951	150	0,059338796	130	0,051426957	280		1398,00	0,43	2000	0,749005227	14	0.97	1.5	0.74	3.2	3.8	3.6	8.8	2.6	14	1.7	3.2	38	6.1	0.067	0.021	6.1	0.017	3	3	730	4	4	4,3	0,3	0,03	0,04	0,03	0,273386908	0,001471844	0,001504442	0,001603898	0,000111092	1,11092E-05	1,46354E-05	1,09765E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	742,7	12,7	0,278114906	0,004727998	730	3100	410	2.5	2.5	3500	2.128		67	0.03	0.01	0.075	19,76431397	19,76431397	4,8	0,085944494	0,085944494	24,56431397	0,439826571	0,439826571	-22,38017905		4,8	0,085944494	0,085944494	3,2	0,058255962	0,116511924	7,549897977	3,774948988	27,76431397	0,556338495	26	0.94	1	0,017	0,000274194	0,001370968	34	46,58	2,831563606	-38,5	-7700,00	-3,206329377		39	0,405996252	3,247970019	3,249340986	3,39	0,034390582	0,129822692	0,835786726	0,20	42,45086169	57,54913831	0	0.4	22.8	-132.5	7.01	985	0.2	NA	-2,20	-2,20	0,98	0,99
CW_19	CW_19	CW2MF01_0_August_2024	S7670	Section_1	CW_2	CW_2_Section_1	CW_2_MF01	MF01	Wetland	CW2S1-1	0.15-0.30	0.15-0.30	515F806R	CW2MF01_0	True Sample	T0	T0_0.15-0.30	2024-08-12	Summer	150	65	14,45	19	14137094-009	CW2_MF01	14/08/2024	16	16	440	0,168992447	30	0,011721294	33	0,013054535	20	0,00791184	14	0,005538288	34		537,00	0,19	2,1	0,000786455	35	0.86	1.5	1	3.4	1.8	1.7	3.2	1.1	6.5	0.82	1.6	17	1.6	0.02	0.01	1.6	0.01	0.02	0.03	1,2	0,01	0,01	0,005	0,02	0,001	0,01	0,002	0,000449403	3,67961E-06	3,7611E-06	1,865E-06	7,40616E-06	3,70308E-07	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1,258	0,058	0,000470876	2,14728E-05	1,2	2.5	2.5	2.5	2.5	5	538		62	0.03	0.01	0.075	38,71480325	38,71480325	15	0,268576544	0,268576544	53,71480325	0,961769082	0,961769082	38,71480325	38,71480325	53,71480325	0,961769082	0,961769082	5,3	0,096486437	0,192972875	9,967919942	4,983959971	59,01480325	1,154741957	22	2.4	1	0,017	0,000274194	0,001370968	66,6	91,23	5,546533417	66,6	91,23	5,546533417	5,546533417	6,4	0,066625026	0,533000208	0,534371176	6,70	0,02879644	0,143520305	0,827683255	6,70	14,35203045	2,879644005	82,76832554	0.88	23.9	-118	6.9	880	0.2	NA	-6,51	-6,51	-6,51	-6,51
CW_20	CW_20	CW2MF02_0_August_2024	S7671	Section_1	CW_2	CW_2_Section_1	CW_2_MF02	MF02	Wetland	CW2S1-3-4	0.60-0.80	0.60-0.80	515F806R	CW2MF02_0	True Sample	T0	T0_0.60-0.80	2024-08-12	Summer	150	65	4	20	14137094-010	CW2_MF02	14/08/2024	12	12	740	0,284214569	140	0,054699371	640	0,253178864	230	0,090986154	380	0,150324951	610		2130,00	0,59	3800	1,423109932	7.5	0.85	1.5	0.91	3.3	4	3.6	11	2.5	18	1.7	3.4	44	7.5	0.054	0.026	7.5	0.021	2.3	2.3	1400	67	60	26	16	3,5	0,54	0,44	0,524303659	0,024653394	0,02256663	0,009697991	0,005924928	0,001296078	0,000197577	0,000160989	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1573,48	173,48	0,588801246	0,064497587	1600	5700	1900	2.5	2.5	7600	3.730		65	0.03	0.01	0.075	8,719550281	8,719550281	1,2	0,021486124	0,021486124	9,919550281	0,177610569	0,177610569	8,719550281	8,719550281	9,919550281	0,177610569	0,177610569	1,2	0,021845986	0,043691972	8,130123798	4,065061899	11,11955028	0,221302541	22	0.88	1	0,017	0,000274194	0,001370968	15	20,55	1,249219238	15	20,55	1,249219238	1,249219238	58	0,603789298	4,830314387	4,831685355	1,47	0,029711883	0,120780645	0,849507472	1,47	12,07806451	2,971188338	84,95074715	0.16	24.1	-164	7.09	814	0.2	NA	0,54	0,61	0,54	0,61
CW_21	CW_21	CW2MF05_0_August_2024	S7672	Section_2	CW_2	CW_2_Section_2	CW_2_MF05	MF05	Wetland	CW2S2-1	0.15-0.30	0.15-0.30	515F806R	CW2MF05_0	True Sample	T0	T0_0.15-0.30	2024-08-12	Summer	150	65	17,55	21	14137094-006	CW2_MF05	14/08/2024	13	13	880	0,337984893	140	0,054699371	620	0,245267025	230	0,090986154	260	0,102853914	490		2130,00	0,64	3000	1,123507841	18	0.85	1.5	1.2	3.6	4.8	4	7.6	2.2	16	1.4	3.3	39	5.7	0.051	0.025	5.7	0.016	1.8	1.8	1100	4	4	2	1,4	0,14	0,03	0,002	0,411952875	0,001471844	0,001504442	0,000745999	0,000518431	5,18431E-05	1,09765E-05	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1111,572	11,572	0,416257143	0,004304268	1100	4200	720	2.5	2.5	4900	3.230		65	0.03	0.01	0.075	23,25213408	23,25213408	5,9	0,105640107	0,105640107	29,15213408	0,521971962	0,521971962	-15,46266917		5,9	0,105640107	0,105640107	3,1	0,056435463	0,112870927	9,249006412	4,624503206	32,25213408	0,634842889	24	1.2	1	0,017	0,000274194	0,001370968	40	54,79	3,331251301	-26,6	-415,63	-2,215282115		33	0,34353529	2,748282324	2,749653291	3,97	0,028458963	0,131608564	0,839932473	0,22	48,34543385	51,65456615	0	0.5	23.4	-183.2	7.12	869	0.2	NA	-2,20	-2,20	1,54	1,55
CW_22	CW_22	CW2MF06_0_August_2024	S7673	Section_2	CW_2	CW_2_Section_2	CW_2_MF06	MF06	Wetland	CW2S2-3-4	0.60-0.80	0.60-0.80	515F806R	CW2MF06_0	True Sample	T0	T0_0.60-0.80	2024-08-12	Summer	150	65	6,8	22	14137094-007	CW2_MF06	14/08/2024	12	13	770	0,295736781	110	0,042978077	530	0,209663747	190	0,075162475	290	0,114721673	480		1890,00	0,55	2600	0,973706796	14	0.87	1.3	0.74	2.9	4.1	3.8	8	2.1	15	1.5	3	38	5.5	0.049	0.022	5.5	0.016	1.7	1.7	520	4	4	2	3	0,41	0,04	0,02	0,194741359	0,001471844	0,001504442	0,000745999	0,001110924	0,000151826	1,46354E-05	7,31768E-06	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	533,47	13,47	0,199748348	0,005006989	520	3400	910	2.5	2.5	4300	2.410		64	0.03	0.01	0.075	20,34561732	20,34561732	4,9	0,087735004	0,087735004	25,24561732	0,452025377	0,452025377	11,62606704	11,62606704	16,52606704	0,295900932	0,295900932	2,8	0,050973967	0,101947934	8,867769277	4,433884638	28,04561732	0,553973311	23	1.1	1	0,017	0,000274194	0,001370968	35	47,95	2,914844889	20	34,48	1,665625651	1,665625651	38	0,395586092	3,164688736	3,166059704	3,47	0,029389817	0,13031106	0,840299122	2,06	14,33993633	4,940595725	80,71946794	0.23	24.1	-132	6.92	1150	0.1	NA	-1,95	-1,94	-0,54	-0,54
CW_23	CW_23	CW2MF09_0_August_2024	S7674	Section_3	CW_2	CW_2_Section_3	CW_2_MF09	MF09	Wetland	CW2S3-1	0.15-0.30	0.15-0.30	515F806R	CW2MF09_0	True Sample	T0	T0_0.15-0.30	2024-08-12	Summer	150	65	20,15	23	14137094-011	CW2_MF09	14/08/2024	22	23	130	0,049929586	3,1	0,0012112	5,7	0,002254874	2	0,000791184	2,9	0,001147217	4,9		143,70	0,05	20	0,007490052	6.3	0.15	0.23	0.21	0.59	0.17	0.16	0.18	0.11	0.61	0.1	0.11	1.4	0.01	0.02	0.01	0.04	0.01	0.02	0.03	9,8	0,41	0,21	0,08	0,04	0,001	0,01	0,002	0,003670126	0,000150864	7,89832E-05	2,984E-05	1,48123E-05	3,70308E-07	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	10,553	0,753	0,003949386	0,00027926	11	35	2.5	2.5	2.5	5	155		53	0.03	0.01	0.075	42,14449303	42,14449303	15	0,268576544	0,268576544	57,14449303	1,023178031	1,023178031	18,89235894	18,89235894	33,89235894	0,606846176	0,606846176	4,4	0,080101948	0,160203896	12,77344755	6,386723777	61,54449303	1,183381927	16	2.6	1	0,017	0,000274194	0,001370968	72,5	99,32	6,037892984	32,5	98,48	2,706641682	2,706641682	0,5	0,00520508	0,041640641	0,043011609	7,22	0,022184988	0,141689389	0,836125623	3,47	17,46977622	4,61192032	77,91830346	0.78	24.2	-132	6.9	712	0.1	NA	-7,16	-7,16	-3,41	-3,41
CW_24	CW_24	CW2MF10_0_August_2024	S7675	Section_3	CW_2	CW_2_Section_3	CW_2_MF10	MF10	Wetland	CW2S3-3-4	0.60-0.80	0.60-0.80	515F806R	CW2MF10_0	True Sample	T0	T0_0.60-0.80	2024-08-12	Summer	150	65	7,45	24	14137094-012	CW2_MF10	14/08/2024	12	12	730	0,280373832	100	0,039070979	490	0,193840068	190	0,075162475	290	0,114721673	480		1800,00	0,51	2500	0,936256534	12	0.87	1.3	0.52	2.7	5.3	3.8	7.7	2.4	15	1.6	3	39	5.8	0.061	0.023	5.8	0.017	1.7	1.7	980	42	4	2	1,8	0,15	0,07	0,04	0,367012561	0,015454366	0,001504442	0,000745999	0,000666554	5,55462E-05	2,56119E-05	1,46354E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1030,06	50,06	0,385479717	0,018467155	1000	3400	810	2.5	2.5	4200	2.800		65	0.03	0.01	0.075	16,27649386	16,27649386	3,6	0,064458371	0,064458371	19,87649386	0,355890669	0,355890669	-4,069123465		3,6	0,064458371	0,064458371	2,8	0,050973967	0,101947934	6,981812301	3,49090615	22,67649386	0,457838603	24	0.77	1	0,017	0,000274194	0,001370968	28	38,36	2,331875911	-7	-18,42	-0,582968978		45	0,468457214	3,747657714	3,749028682	2,79	0,036544217	0,127572433	0,835883349	0,17	38,73553402	61,26446598	0	0.34	24.2	-128	6.91	676	0.2	NA	-1,34	-1,32	1,28	1,30
CW_25	CW_25	CW3MF01_0_August_2024	S7676	Section_1	CW_3	CW_3_Section_1	CW_3_MF01	MF01	Wetland	CW3S1-1	0.15-0.30	0.15-0.30	515F806R	CW3MF01_0	True Sample	T0	T0_0.15-0.30	2024-08-12	Summer	150	65	22,8	25	14137171-002	CW3_MF01	14/08/2024	31	38	120	0,046088849	2,3	0,000898633	2	0,000791184	1,3	0,00051427	0,2	7,91184E-05	2,7		127,00	0,05	6,1	0,002284466	9.8	0.23	0.37	0.25	0.85	0.22	0.19	0.32	0.18	0.92	0.15	0.18	2.2	0.11	0.02	0.01	0.04	0.01	0.02	0.03	4,3	0,01	0,01	0,005	0,001	0,001	0,001	0,002	0,001610361	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	4,33	0,03	0,001621505	1,1144E-05	4,3	2.5	2.5	2.5	2.5	5	131		59	0.03	0.01	0.075	42,14449303	42,14449303	22	0,393912265	0,393912265	64,14449303	1,148513752	1,148513752	42,14449303	42,14449303	64,14449303	1,148513752	1,148513752	5	0,091024941	0,182049882	12,61757207	6,308786037	69,14449303	1,330563633	16	2.9	1	0,017	0,000274194	0,001370968	72,5	99,32	6,037892984	72,5	99,32	6,037892984	6,037892984	0,5	0,00520508	0,041640641	0,043011609	7,37	0,02470665	0,155868971	0,819424378	7,37	15,58689711	2,470665041	81,94243785	0.41	22.9	-131	6.8	1155	0.2	NA	-7,32	-7,32	-7,32	-7,32
