nrow	ptw
3685	ko05016
3686	ko05016
3687	ko05016
3688	ko05016
3689	ko05016
3690	ko05016
4061	ko05016
4104	ko05016
4105	ko05016
4157	ko05016
4196	ko05016
4230	ko05016
4256	ko05016
4261	ko05016
4262	ko05016
4301	ko05016
4327	ko05016
4331	ko05016
4337	ko05016
4338	ko05016
4339	ko05016
4340	ko05016
4341	ko05016
4377	ko05016
4642	ko05016
4871	ko05016
4873	ko05016
5254	ko05016
5486	ko05016
5490	ko05016
5491	ko05016
5498	ko05016
5634	ko05016
6756	ko05016
8049	ko05016
8254	ko05016
8285	ko05016
8551	ko05016
8552	ko05016
8723	ko05016
9059	ko05016
9617	ko05016
9885	ko05016
9886	ko05016
9887	ko05016
9888	ko05016
9889	ko05016
9901	ko05016
9903	ko05016
10606	ko05016
10810	ko05016
10811	ko05016
10812	ko05016
11099	ko05016
11279	ko05016
11280	ko05016
11281	ko05016
11282	ko05016
11283	ko05016
11284	ko05016
11285	ko05016
11286	ko05016
14335	ko05016
14336	ko05016
1936	ko05020
2370	ko05020
3708	ko05020
3709	ko05020
3710	ko05020
3716	ko05020
3717	ko05020
3718	ko05020
3719	ko05020
3720	ko05020
3721	ko05020
3722	ko05020
4051	ko05020
4074	ko05020
4075	ko05020
4077	ko05020
4081	ko05020
4089	ko05020
4216	ko05020
4262	ko05020
4432	ko05020
5036	ko05020
5263	ko05020
5264	ko05020
5331	ko05020
6054	ko05020
8706	ko05020
8984	ko05020
9047	ko05020
11949	ko05020
244	ko05030
437	ko05030
1439	ko05030
1868	ko05030
2351	ko05030
3861	ko05030
3862	ko05030
4051	ko05030
4061	ko05030
4080	ko05030
4154	ko05030
4156	ko05030
4302	ko05030
4323	ko05030
4325	ko05030
4426	ko05030
4717	ko05030
4861	ko05030
4871	ko05030
4872	ko05030
4873	ko05030
4874	ko05030
4875	ko05030
4876	ko05030
4877	ko05030
5498	ko05030
7576	ko05030
7681	ko05030
8534	ko05030
8551	ko05030
8552	ko05030
8553	ko05030
11171	ko05030
11283	ko05030
13178	ko05030
14780	ko05030
15123	ko05030
15124	ko05030
244	ko05031
437	ko05031
1439	ko05031
1960	ko05031
2445	ko05031
3861	ko05031
4051	ko05031
4054	ko05031
4080	ko05031
4085	ko05031
4154	ko05031
4156	ko05031
4212	ko05031
4257	ko05031
4325	ko05031
4534	ko05031
4535	ko05031
4717	ko05031
4860	ko05031
4861	ko05031
4862	ko05031
4863	ko05031
4871	ko05031
4872	ko05031
4873	ko05031
4874	ko05031
4875	ko05031
4876	ko05031
4877	ko05031
5497	ko05031
5498	ko05031
5832	ko05031
5833	ko05031
7576	ko05031
7681	ko05031
8534	ko05031
8551	ko05031
8552	ko05031
8553	ko05031
10869	ko05031
14780	ko05031
15124	ko05031
15149	ko05031
18613	ko05031
18614	ko05031
810	ko05032
2445	ko05032
3861	ko05032
3926	ko05032
3975	ko05032
4050	ko05032
4051	ko05032
4053	ko05032
4145	ko05032
4231	ko05032
4233	ko05032
4234	ko05032
4235	ko05032
4236	ko05032
4237	ko05032
4238	ko05032
4239	ko05032
4240	ko05032
4241	ko05032
4242	ko05032
4243	ko05032
4244	ko05032
4245	ko05032
4246	ko05032
4309	ko05032
4323	ko05032
4325	ko05032
4533	ko05032
4681	ko05032
4683	ko05032
4684	ko05032
4686	ko05032
4848	ko05032
4849	ko05032
4850	ko05032
4851	ko05032
4852	ko05032
4853	ko05032
4854	ko05032
4855	ko05032
7367	ko05032
7368	ko05032
7572	ko05032
7573	ko05032
7574	ko05032
7575	ko05032
7576	ko05032
7577	ko05032
7578	ko05032
7579	ko05032
7580	ko05032
7814	ko05032
12721	ko05032
12724	ko05032
12726	ko05032
13168	ko05032
14311	ko05032
17356	ko05032
17509	ko05032
17510	ko05032
17511	ko05032
18039	ko05032
18613	ko05032
18614	ko05032
4050	ko05033
4494	ko05033
4496	ko05033
4497	ko05033
4501	ko05033
4533	ko05033
4848	ko05033
4849	ko05033
4850	ko05033
4851	ko05033
4852	ko05033
4853	ko05033
4854	ko05033
4855	ko05033
4860	ko05033
4861	ko05033
4862	ko05033
4863	ko05033
4871	ko05033
4872	ko05033
4873	ko05033
4874	ko05033
4875	ko05033
4876	ko05033
4877	ko05033
11754	ko05033
14311	ko05033
244	ko05034
437	ko05034
808	ko05034
1439	ko05034
1960	ko05034
2581	ko05034
2842	ko05034
3861	ko05034
3862	ko05034
3976	ko05034
3977	ko05034
4053	ko05034
4061	ko05034
4066	ko05034
4070	ko05034
4071	ko05034
4072	ko05034
4074	ko05034
4077	ko05034
4080	ko05034
4156	ko05034
4231	ko05034
4233	ko05034
4234	ko05034
4235	ko05034
4236	ko05034
4237	ko05034
4238	ko05034
4239	ko05034
4240	ko05034
4241	ko05034
4242	ko05034
4243	ko05034
4244	ko05034
4245	ko05034
4246	ko05034
4323	ko05034
4325	ko05034
4717	ko05034
4871	ko05034
4872	ko05034
4873	ko05034
4874	ko05034
4875	ko05034
4876	ko05034
4877	ko05034
4895	ko05034
4919	ko05034
5497	ko05034
5498	ko05034
5634	ko05034
5833	ko05034
5843	ko05034
6912	ko05034
7367	ko05034
7368	ko05034
7369	ko05034
7370	ko05034
7576	ko05034
7681	ko05034
8359	ko05034
8534	ko05034
8551	ko05034
8552	ko05034
8553	ko05034
10710	ko05034
10711	ko05034
10712	ko05034
10713	ko05034
10762	ko05034
10862	ko05034
10863	ko05034
10864	ko05034
10865	ko05034
10866	ko05034
10867	ko05034
10876	ko05034
14780	ko05034
15124	ko05034
15257	ko05034
16525	ko05034
16526	ko05034
16527	ko05034
17718	ko05034
822	ko05100
1384	ko05100
1882	ko05100
2417	ko05100
4098	ko05100
4099	ko05100
4144	ko05100
4210	ko05100
4337	ko05100
4338	ko05100
4339	ko05100
4398	ko05100
4772	ko05100
5317	ko05100
5319	ko05100
5320	ko05100
5328	ko05100
5332	ko05100
5345	ko05100
5347	ko05100
5353	ko05100
5354	ko05100
5375	ko05100
5376	ko05100
5381	ko05100
5382	ko05100
5383	ko05100
5384	ko05100
5385	ko05100
5386	ko05100
5388	ko05100
5673	ko05100
5836	ko05100
5842	ko05100
5843	ko05100
6047	ko05100
7405	ko05100
9087	ko05100
11818	ko05100
12222	ko05100
12393	ko05100
12394	ko05100
12517	ko05100
12713	ko05100
12714	ko05100
12715	ko05100
12716	ko05100
13121	ko05100
13141	ko05100
13143	ko05100
13144	ko05100
13145	ko05100
13146	ko05100
13147	ko05100
13148	ko05100
13149	ko05100
13150	ko05100
13151	ko05100
13152	ko05100
13153	ko05100
13154	ko05100
13155	ko05100
13156	ko05100
13157	ko05100
13337	ko05100
16199	ko05100
16200	ko05100
16203	ko05100
16525	ko05100
16526	ko05100
16527	ko05100
18003	ko05100
18259	ko05100
997	ko05110
1921	ko05110
1922	ko05110
1923	ko05110
1924	ko05110
1925	ko05110
1926	ko05110
1927	ko05110
1928	ko05110
1929	ko05110
1930	ko05110
1931	ko05110
1932	ko05110
2445	ko05110
3390	ko05110
3391	ko05110
4051	ko05110
4325	ko05110
4610	ko05110
4712	ko05110
5320	ko05110
5329	ko05110
5487	ko05110
5665	ko05110
6895	ko05110
7474	ko05110
7574	ko05110
7580	ko05110
8122	ko05110
8975	ko05110
9076	ko05110
10392	ko05110
10393	ko05110
10394	ko05110
10395	ko05110
10396	ko05110
10397	ko05110
10398	ko05110
10399	ko05110
10412	ko05110
10413	ko05110
10414	ko05110
10415	ko05110
10416	ko05110
10417	ko05110
10418	ko05110
10420	ko05110
20557	ko05110
562	ko05111
1608	ko05111
1713	ko05111
2179	ko05111
2226	ko05111
2227	ko05111
2228	ko05111
2229	ko05111
2230	ko05111
2231	ko05111
2232	ko05111
2233	ko05111
2234	ko05111
2235	ko05111
2236	ko05111
2237	ko05111
2246	ko05111
2535	ko05111
2536	ko05111
2537	ko05111
2830	ko05111
2835	ko05111
3287	ko05111
3293	ko05111
3336	ko05111
3395	ko05111
5479	ko05111
5546	ko05111
6729	ko05111
6736	ko05111
7222	ko05111
7233	ko05111
8122	ko05111
8236	ko05111
10373	ko05111
10374	ko05111
10375	ko05111
10376	ko05111
10377	ko05111
10378	ko05111
10379	ko05111
10380	ko05111
10381	ko05111
10382	ko05111
10383	ko05111
10384	ko05111
10385	ko05111
10386	ko05111
10387	ko05111
10388	ko05111
10389	ko05111
10390	ko05111
10391	ko05111
10392	ko05111
10393	ko05111
10394	ko05111
10395	ko05111
10396	ko05111
10397	ko05111
10398	ko05111
10399	ko05111
10400	ko05111
10401	ko05111
10402	ko05111
10403	ko05111
10404	ko05111
10405	ko05111
10406	ko05111
10407	ko05111
10425	ko05111
10426	ko05111
10427	ko05111
10428	ko05111
10429	ko05111
11728	ko05111
12677	ko05111
15820	ko05111
19858	ko05111
19859	ko05111
19860	ko05111
19861	ko05111
19862	ko05111
19885	ko05111
19886	ko05111
19887	ko05111
19888	ko05111
19889	ko05111
19890	ko05111
19891	ko05111
19892	ko05111
19893	ko05111
19894	ko05111
19895	ko05111
19896	ko05111
19897	ko05111
19898	ko05111
19899	ko05111
19900	ko05111
19901	ko05111
19902	ko05111
19903	ko05111
19904	ko05111
19905	ko05111
19906	ko05111
19926	ko05111
997	ko05120
1294	ko05120
1921	ko05120
1922	ko05120
1923	ko05120
1924	ko05120
1925	ko05120
1926	ko05120
1927	ko05120
1928	ko05120
1929	ko05120
1930	ko05120
1931	ko05120
1932	ko05120
1964	ko05120
2351	ko05120
2933	ko05120
2938	ko05120
3390	ko05120
3391	ko05120
3886	ko05120
4067	ko05120
4098	ko05120
4099	ko05120
4115	ko05120
4136	ko05120
4146	ko05120
4147	ko05120
4154	ko05120
4172	ko05120
4173	ko05120
4425	ko05120
4426	ko05120
4723	ko05120
4772	ko05120
5329	ko05120
5332	ko05120
5356	ko05120
5365	ko05120
5482	ko05120
5487	ko05120
5627	ko05120
5656	ko05120
6264	ko05120
6294	ko05120
6344	ko05120
6345	ko05120
6763	ko05120
6764	ko05120
6846	ko05120
7641	ko05120
7826	ko05120
8042	ko05120
8243	ko05120
9519	ko05120
10491	ko05120
11539	ko05120
11540	ko05120
11541	ko05120
11542	ko05120
11543	ko05120
11544	ko05120
11545	ko05120
11546	ko05120
11547	ko05120
11548	ko05120
11549	ko05120
11550	ko05120
11551	ko05120
11552	ko05120
11553	ko05120
11554	ko05120
11555	ko05120
11556	ko05120
11557	ko05120
11558	ko05120
11559	ko05120
11560	ko05120
11561	ko05120
11562	ko05120
11563	ko05120
11949	ko05120
13460	ko05120
15125	ko05120
15126	ko05120
15127	ko05120
15128	ko05120
15129	ko05120
15130	ko05120
15131	ko05120
1882	ko05130
2445	ko05130
4097	ko05130
4099	ko05130
4210	ko05130
4211	ko05130
5031	ko05130
5317	ko05130
5320	ko05130
5331	ko05130
5347	ko05130
5375	ko05130
5382	ko05130
5383	ko05130
5384	ko05130
5385	ko05130
5386	ko05130
5655	ko05130
5673	ko05130
6182	ko05130
6918	ko05130
6927	ko05130
6928	ko05130
7538	ko05130
9645	ko05130
9653	ko05130
10469	ko05130
10470	ko05130
10753	ko05130
12221	ko05130
12222	ko05130
12223	ko05130
12224	ko05130
12225	ko05130
12226	ko05130
12227	ko05130
12228	ko05130
12245	ko05130
12246	ko05130
15313	ko05130
15314	ko05130
16473	ko05130
18811	ko05130
2351	ko05131
2352	ko05131
3100	ko05131
4077	ko05131
4098	ko05131
4099	ko05131
4144	ko05131
4146	ko05131
4147	ko05131
4173	ko05131
4211	ko05131
4425	ko05131
4426	ko05131
5320	ko05131
5328	ko05131
5332	ko05131
5347	ko05131
5368	ko05131
5375	ko05131
5376	ko05131
5381	ko05131
5382	ko05131
5383	ko05131
5384	ko05131
5385	ko05131
5386	ko05131
5387	ko05131
5673	ko05131
5820	ko05131
6047	ko05131
6182	ko05131
6763	ko05131
6764	ko05131
7405	ko05131
7862	ko05131
8243	ko05131
8360	ko05131
9519	ko05131
9650	ko05131
10469	ko05131
10470	ko05131
10474	ko05131
10475	ko05131
11818	ko05131
12128	ko05131
12222	ko05131
12272	ko05131
12517	ko05131
12713	ko05131
12714	ko05131
12715	ko05131
12716	ko05131
12869	ko05131
13121	ko05131
13141	ko05131
13155	ko05131
13156	ko05131
13203	ko05131
13204	ko05131
13205	ko05131
13206	ko05131
16473	ko05131
18003	ko05131
18259	ko05131
1238	ko05132
2180	ko05132
2351	ko05132
3122	ko05132
4077	ko05132
4085	ko05132
4089	ko05132
4097	ko05132
4098	ko05132
4099	ko05132
4143	ko05132
4146	ko05132
4147	ko05132
4154	ko05132
4211	ko05132
4216	ko05132
4380	ko05132
4420	ko05132
4426	ko05132
4805	ko05132
4806	ko05132
5030	ko05132
5036	ko05132
5039	ko05132
5058	ko05132
5113	ko05132
5136	ko05132
5320	ko05132
5329	ko05132
5375	ko05132
5376	ko05132
5381	ko05132
5382	ko05132
5383	ko05132
5384	ko05132
5385	ko05132
5386	ko05132
5387	ko05132
5526	ko05132
5638	ko05132
7405	ko05132
7437	ko05132
7438	ko05132
8116	ko05132
9519	ko05132
9645	ko05132
9653	ko05132
9884	ko05132
9890	ko05132
9891	ko05132
9892	ko05132
9893	ko05132
11716	ko05132
11717	ko05132
11718	ko05132
12236	ko05132
12242	ko05132
12399	ko05132
12517	ko05132
12672	ko05132
12713	ko05132
12714	ko05132
12715	ko05132
12716	ko05132
13153	ko05132
13154	ko05132
13184	ko05132
13295	ko05132
14631	ko05132
14632	ko05132
14633	ko05132
14634	ko05132
14635	ko05132
14636	ko05132
14637	ko05132
14638	ko05132
14639	ko05132
14640	ko05132
14641	ko05132
14642	ko05132
14654	ko05132
16473	ko05132
1198	ko05133
1199	ko05133
1200	ko05133
1238	ko05133
1960	ko05133
1964	ko05133
2351	ko05133
2899	ko05133
2918	ko05133
3708	ko05133
3709	ko05133
3710	ko05133
3711	ko05133
3712	ko05133
3716	ko05133
3723	ko05133
3724	ko05133
3725	ko05133
4077	ko05133
4085	ko05133
4089	ko05133
4097	ko05133
4103	ko05133
4146	ko05133
4147	ko05133
4154	ko05133
4210	ko05133
4216	ko05133
4323	ko05133
4420	ko05133
4421	ko05133
4424	ko05133
4426	ko05133
5031	ko05133
5034	ko05133
5036	ko05133
5037	ko05133
5040	ko05133
5042	ko05133
5056	ko05133
5057	ko05133
5074	ko05133
5137	ko05133
5347	ko05133
5393	ko05133
5470	ko05133
6024	ko05133
6027	ko05133
6047	ko05133
6879	ko05133
6898	ko05133
6900	ko05133
6941	ko05133
7223	ko05133
7234	ko05133
8243	ko05133
8940	ko05133
9519	ko05133
9556	ko05133
9640	ko05133
9645	ko05133
10466	ko05133
10467	ko05133
10486	ko05133
10487	ko05133
10488	ko05133
10489	ko05133
10490	ko05133
10492	ko05133
11792	ko05133
12129	ko05133
12131	ko05133
12136	ko05133
12236	ko05133
12237	ko05133
12406	ko05133
12672	ko05133
14420	ko05133
14421	ko05133
214	ko05134
1238	ko05134
1862	ko05134
1964	ko05134
2180	ko05134
2351	ko05134
2899	ko05134
2939	ko05134
2973	ko05134
2975	ko05134
3023	ko05134
3326	ko05134
3712	ko05134
3733	ko05134
3798	ko05134
4097	ko05134
4103	ko05134
4104	ko05134
4105	ko05134
4175	ko05134
4216	ko05134
4420	ko05134
4425	ko05134
4426	ko05134
5036	ko05134
5037	ko05134
5056	ko05134
5113	ko05134
5136	ko05134
6024	ko05134
6027	ko05134
7415	ko05134
7416	ko05134
7474	ko05134
7487	ko05134
8036	ko05134
8254	ko05134
8911	ko05134
9519	ko05134
9644	ko05134
9645	ko05134
9653	ko05134
10485	ko05134
12236	ko05134
12242	ko05134
12244	ko05134
12943	ko05134
13794	ko05134
14751	ko05134
14760	ko05134
14761	ko05134
14762	ko05134
14763	ko05134
14764	ko05134
14765	ko05134
14766	ko05134
14767	ko05134
14768	ko05134
14769	ko05134
14770	ko05134
14771	ko05134
14772	ko05134
14773	ko05134
14774	ko05134
14775	ko05134
14776	ko05134
14777	ko05134
14778	ko05134
1271	ko05140
2351	ko05140
2352	ko05140
2899	ko05140
2918	ko05140
3712	ko05140
3733	ko05140
4077	ko05140
4081	ko05140
4085	ko05140
4089	ko05140
4109	ko05140
4110	ko05140
4133	ko05140
4147	ko05140
4153	ko05140
4154	ko05140
4216	ko05140
4380	ko05140
4420	ko05140
4421	ko05140
4424	ko05140
4425	ko05140
4426	ko05140
4805	ko05140
4806	ko05140
5037	ko05140
5056	ko05140
5061	ko05140
5074	ko05140
5325	ko05140
5347	ko05140
6024	ko05140
6026	ko05140
6027	ko05140
6035	ko05140
6046	ko05140
6061	ko05140
6311	ko05140
6415	ko05140
7540	ko05140
7541	ko05140
7542	ko05140
7543	ko05140
9644	ko05140
9645	ko05140
10676	ko05140
10679	ko05140
11440	ko05140
12672	ko05140
12797	ko05140
12798	ko05140
12799	ko05140
12954	ko05140
12955	ko05140
16087	ko05140
18613	ko05140
20319	ko05140
822	ko05142
1153	ko05142
1222	ko05142
2148	ko05142
2351	ko05142
2417	ko05142
2899	ko05142
2901	ko05142
2918	ko05142
3189	ko05142
3639	ko05142
3704	ko05142
3708	ko05142
3709	ko05142
3710	ko05142
3712	ko05142
4060	ko05142
4077	ko05142
4085	ko05142
4088	ko05142
4094	ko05142
4095	ko05142
4096	ko05142
4104	ko05142
4136	ko05142
4146	ko05142
4147	ko05142
4154	ko05142
4162	ko05142
4173	ko05142
4198	ko05142
4216	ko05142
4231	ko05142
4323	ko05142
4325	ko05142
4326	ko05142
4327	ko05142
4328	ko05142
4329	ko05142
4330	ko05142
4367	ko05142
4380	ko05142
4415	ko05142
4420	ko05142
4421	ko05142
4424	ko05142
4425	ko05142
4426	ko05142
4805	ko05142
4806	ko05142
5036	ko05142
5037	ko05142
5039	ko05142
5046	ko05142
5056	ko05142
5060	ko05142
5074	ko05142
5470	ko05142
5486	ko05142
6013	ko05142
6014	ko05142
6015	ko05142
6016	ko05142
6763	ko05142
6764	ko05142
7572	ko05142
7588	ko05142
8089	ko05142
9519	ko05142
9644	ko05142
9645	ko05142
9646	ko05142
9654	ko05142
10259	ko05142
10260	ko05142
11949	ko05142
12672	ko05142
12797	ko05142
12798	ko05142
12799	ko05142
13142	ko05142
13996	ko05142
403	ko05143
1222	ko05143
1259	ko05143
1271	ko05143
2445	ko05143
2899	ko05143
3944	ko05143
4095	ko05143
4096	ko05143
4216	ko05143
4327	ko05143
4380	ko05143
4420	ko05143
5036	ko05143
5037	ko05143
5056	ko05143
5074	ko05143
5113	ko05143
5486	ko05143
5806	ko05143
6053	ko05143
6057	ko05143
6090	ko05143
6415	ko05143
8273	ko05143
9646	ko05143
12955	ko05143
13234	ko05143
13235	ko05143
13850	ko05143
13851	ko05143
13852	ko05143
13853	ko05143
13854	ko05143
13855	ko05143
18613	ko05143
18614	ko05143
2899	ko05144
2903	ko05144
2904	ko05144
3733	ko05144
4216	ko05144
4247	ko05144
4352	ko05144
4380	ko05144
4420	ko05144
4772	ko05144
5036	ko05144
5037	ko05144
5054	ko05144
5074	ko05144
5091	ko05144
5113	ko05144
5346	ko05144
5821	ko05144
5823	ko05144
6027	ko05144
6034	ko05144
6053	ko05144
6057	ko05144
6059	ko05144
6071	ko05144
6090	ko05144
6106	ko05144
6137	ko05144
6138	ko05144
6139	ko05144
6287	ko05144
9519	ko05144
9644	ko05144
9645	ko05144
9646	ko05144
10259	ko05144
10260	ko05144
12797	ko05144
12798	ko05144
12799	ko05144
13234	ko05144
13235	ko05144
13245	ko05144
13246	ko05144
13247	ko05144
13248	ko05144
13249	ko05144
13250	ko05144
13251	ko05144
13252	ko05144
13253	ko05144
13254	ko05144
13255	ko05144
13256	ko05144
13257	ko05144
13258	ko05144
13259	ko05144
13260	ko05144
13261	ko05144
13262	ko05144
13263	ko05144
13264	ko05144
13996	ko05144
15604	ko05144
16120	ko05144
19865	ko05144
401	ko05145
1935	ko05145
1938	ko05145
1964	ko05145
2351	ko05145
2352	ko05145
2899	ko05145
2901	ko05145
2903	ko05145
2904	ko05145
2918	ko05145
3023	ko05145
3891	ko05145
4077	ko05145
4104	ko05145
4105	ko05145
4109	ko05145
4110	ko05145
4133	ko05145
4138	ko05145
4139	ko05145
4146	ko05145
4147	ko05145
4153	ko05145
4162	ko05145
4173	ko05145
4231	ko05145
4267	ko05145
4323	ko05145
4380	ko05145
4384	ko05145
4386	ko05145
4416	ko05145
4420	ko05145
4421	ko05145
4424	ko05145
4425	ko05145
4426	ko05145
4805	ko05145
4806	ko05145
4807	ko05145
4808	ko05145
5031	ko05145
5037	ko05145
5056	ko05145
5074	ko05145
5264	ko05145
5265	ko05145
5266	ko05145
5347	ko05145
5805	ko05145
5806	ko05145
5807	ko05145
5808	ko05145
5809	ko05145
5810	ko05145
5811	ko05145
5840	ko05145
6048	ko05145
6311	ko05145
6763	ko05145
6764	ko05145
7591	ko05145
8254	ko05145
9059	ko05145
9644	ko05145
9645	ko05145
10676	ko05145
10678	ko05145
10679	ko05145
11923	ko05145
12672	ko05145
12797	ko05145
12798	ko05145
12799	ko05145
12831	ko05145
13257	ko05145
13550	ko05145
13551	ko05145
13552	ko05145
13553	ko05145
13554	ko05145
13555	ko05145
13556	ko05145
13557	ko05145
13558	ko05145
13559	ko05145
13560	ko05145
13561	ko05145
13562	ko05145
15332	ko05145
15333	ko05145
20191	ko05145
20192	ko05145
822	ko05146
1187	ko05146
1338	ko05146
1964	ko05146
2351	ko05146
2417	ko05146
2445	ko05146
2899	ko05146
3719	ko05146
3720	ko05146
3721	ko05146
3722	ko05146
4051	ko05146
4092	ko05146
4093	ko05146
4097	ko05146
4161	ko05146
4216	ko05146
4325	ko05146
4326	ko05146
4327	ko05146
4328	ko05146
4329	ko05146
4330	ko05146
4380	ko05146
4426	ko05146
5036	ko05146
5037	ko05146
5056	ko05146
5058	ko05146
5074	ko05146
5264	ko05146
5265	ko05146
5266	ko05146
5327	ko05146
5328	ko05146
5345	ko05146
5353	ko05146
5486	ko05146
5802	ko05146
5803	ko05146
5805	ko05146
5806	ko05146
5807	ko05146
5808	ko05146
5809	ko05146
5810	ko05146
5811	ko05146
6024	ko05146
6027	ko05146
6415	ko05146
7428	ko05146
7429	ko05146
7430	ko05146
7437	ko05146
7438	ko05146
7572	ko05146
8088	ko05146
9519	ko05146
9644	ko05146
9645	ko05146
10419	ko05146
12672	ko05146
12797	ko05146
12798	ko05146
12799	ko05146
13375	ko05146
13380	ko05146
13381	ko05146
13382	ko05146
13383	ko05146
13384	ko05146
13385	ko05146
13386	ko05146
13387	ko05146
13388	ko05146
13389	ko05146
13390	ko05146
18613	ko05146
18614	ko05146
18671	ko05146
1183	ko05150
1198	ko05150
1199	ko05150
1200	ko05150
1201	ko05150
1202	ko05150
1203	ko05150
1268	ko05150
3105	ko05150
3466	ko05150
3467	ko05150
3628	ko05150
3708	ko05150
3709	ko05150
3710	ko05150
3711	ko05150
3712	ko05150
3713	ko05150
3714	ko05150
3715	ko05150
3716	ko05150
3726	ko05150
3731	ko05150
3732	ko05150
3883	ko05150
3884	ko05150
3989	ko05150
5074	ko05150
5346	ko05150
6024	ko05150
6026	ko05150
6027	ko05150
6035	ko05150
6053	ko05150
6059	ko05150
6061	ko05150
6076	ko05150
6107	ko05150
6311	ko05150
6415	ko05150
7141	ko05150
10259	ko05150
10260	ko05150
10501	ko05150
10503	ko05150
10504	ko05150
10506	ko05150
12010	ko05150
13599	ko05150
13603	ko05150
13604	ko05150
13605	ko05150
13606	ko05150
13607	ko05150
13608	ko05150
13609	ko05150
13610	ko05150
13611	ko05150
13612	ko05150
13613	ko05150
13614	ko05150
13615	ko05150
13616	ko05150
16087	ko05150
18097	ko05150
18098	ko05150
814	ko05152
1236	ko05152
1247	ko05152
1822	ko05152
1862	ko05152
1921	ko05152
1923	ko05152
1931	ko05152
1932	ko05152
1935	ko05152
1936	ko05152
1938	ko05152
1960	ko05152
1964	ko05152
2148	ko05152
2351	ko05152
2899	ko05152
2901	ko05152
2914	ko05152
2918	ko05152
3390	ko05152
3391	ko05152
3712	ko05152
3733	ko05152
3765	ko05152
3798	ko05152
4054	ko05152
4072	ko05152
4077	ko05152
4089	ko05152
4097	ko05152
4104	ko05152
4105	ko05152
4106	ko05152
4146	ko05152
4147	ko05152
4153	ko05152
4162	ko05152
4196	ko05152
4210	ko05152
4212	ko05152
4216	ko05152
4380	ko05152
4409	ko05152
4417	ko05152
4420	ko05152
4421	ko05152
4422	ko05152
4424	ko05152
4426	ko05152
4805	ko05152
4806	ko05152
4807	ko05152
4808	ko05152
5029	ko05152
5030	ko05152
5034	ko05152
5036	ko05152
5037	ko05152
5045	ko05152
5046	ko05152
5056	ko05152
5057	ko05152
5074	ko05152
5113	ko05152
5332	ko05152
5483	ko05152
5498	ko05152
5832	ko05152
6024	ko05152
6025	ko05152
6026	ko05152
6027	ko05152
6035	ko05152
6061	ko05152
6068	ko05152
6091	ko05152
6123	ko05152
6126	ko05152
6311	ko05152
6415	ko05152
6921	ko05152
6922	ko05152
6990	ko05152
7082	ko05152
7428	ko05152
7429	ko05152
7430	ko05152
7437	ko05152
7514	ko05152
7591	ko05152
7592	ko05152
7593	ko05152
7594	ko05152
7595	ko05152
7596	ko05152
7597	ko05152
8058	ko05152
8254	ko05152
8360	ko05152
8376	ko05152
9537	ko05152
9538	ko05152
9548	ko05152
9563	ko05152
9644	ko05152
9645	ko05152
9646	ko05152
9650	ko05152
9654	ko05152
10676	ko05152
10679	ko05152
11928	ko05152
12010	ko05152
12231	ko05152
12672	ko05152
12797	ko05152
12798	ko05152
12799	ko05152
13294	ko05152
13328	ko05152
14247	ko05152
14250	ko05152
14251	ko05152
14252	ko05152
14253	ko05152
14254	ko05152
14255	ko05152
14256	ko05152
16087	ko05152
20204	ko05152
822	ko05160
1041	ko05160
1935	ko05160
2351	ko05160
2417	ko05160
2581	ko05160
2608	ko05160
2826	ko05160
2842	ko05160
2899	ko05160
2901	ko05160
2914	ko05160
2916	ko05160
2917	ko05160
2918	ko05160
2979	ko05160
2991	ko05160
3189	ko05160
4060	ko05160
4063	ko05160
4067	ko05160
4070	ko05160
4071	ko05160
4072	ko05160
4077	ko05160
4088	ko05160
4146	ko05160
4147	ko05160
4157	ko05160
4162	ko05160
4173	ko05160
4384	ko05160
4385	ko05160
4388	ko05160
4397	ko05160
4425	ko05160
4426	ko05160
4803	ko05160
4804	ko05160
5032	ko05160
5041	ko05160
5042	ko05160
5045	ko05160
5046	ko05160
5470	ko05160
5654	ko05160
5655	ko05160
5840	ko05160
6071	ko05160
6188	ko05160
6260	ko05160
6763	ko05160
6764	ko05160
6765	ko05160
6847	ko05160
7369	ko05160
7370	ko05160
8043	ko05160
8055	ko05160
8359	ko05160
8374	ko05160
8940	ko05160
8943	ko05160
9519	ko05160
10676	ko05160
10678	ko05160
10679	ko05160
10680	ko05160
11923	ko05160
12095	ko05160
12097	ko05160
13297	ko05160
13627	ko05160
13628	ko05160
15462	ko05160
15463	ko05160
15464	ko05160
822	ko05161
991	ko05161
1270	ko05161
1862	ko05161
1867	ko05161
1869	ko05161
1935	ko05161
1936	ko05161
1938	ko05161
1964	ko05161
1983	ko05161
2148	ko05161
2351	ko05161
2417	ko05161
2445	ko05161
2581	ko05161
2899	ko05161
3391	ko05161
4070	ko05161
4072	ko05161
4074	ko05161
4075	ko05161
4077	ko05161
4080	ko05161
4081	ko05161
4083	ko05161
4085	ko05161
4095	ko05161
4096	ko05161
4104	ko05161
4105	ko05161
4106	ko05161
4122	ko05161
4136	ko05161
4146	ko05161
4152	ko05161
4154	ko05161
4156	ko05161
4157	ko05161
4162	ko05161
4173	ko05161
4196	ko05161
4199	ko05161
4201	ko05161
4367	ko05161
4384	ko05161
4420	ko05161
4425	ko05161
4426	ko05161
4432	ko05161
4490	ko05161
4803	ko05161
5032	ko05161
5034	ko05161
5036	ko05161
